Brand,Name,Pace,Arch support,Weight lab Weight brand,Lightweight,Drop lab Drop brand,Strike pattern,Size,Midsole softness,Toebox durability,Heel padding durability,Outsole durability,Breathability,Width / fit,Toebox width,Stiffness,Torsional rigidity,Heel counter stiffness,Plate,Rocker,Heel lab Heel brand,Forefoot lab Forefoot brand,Widths available,Orthotic friendly,Season,Removable insole,Ranking,Popularity,Gender,Terrain,Pace_norm,Pace_lists,pace_competition,pace_daily_running,pace_tempo,arch_neutral,arch_stability,Strike_norm,Strike_lists,-,strike_forefoot,strike_heel,strike_mid,fit_category,fit_large,fit_small,fit_true,fit_missing,midsole_soft,midsole_balanced,midsole_firm,toebox_bad,toebox_decent,toebox_good,heelpad_bad,heelpad_decent,heelpad_good,outsole_bad,outsole_decent,outsole_good,breath_breathable,breath_moderate,breath_warm,width_narrow,width_medium,width_wide,toeboxwidth_narrow,toeboxwidth_medium,toeboxwidth_wide,stiff_flexible,stiff_moderate,stiff_stiff,torsion_flexible,torsion_moderate,torsion_stiff,heelcounter_flexible,heelcounter_moderate,heelcounter_stiff,widthavail_norm,widthavail_list,widthavail_narrow,widthavail_normal,widthavail_wide,widthavail_xwide,season_norm,season_list,season_all,season_summer,season_winter,weight_lab_oz,weight_lab_g,weight_brand_oz,weight_brand_g,drop_lab_mm,drop_brand_mm,heel_lab_mm,heel_brand_mm,forefoot_lab_mm,forefoot_brand_mm
Brooks,Glycerin GTS 21,Daily Running,Stability,10.6 oz / 301g 10.7 oz / 303g,0,10.7 mm 10.0 mm,Heel,True To Size,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,37.2 mm 38.0 mm,26.5 mm 28.0 mm,Normalwide,1,All Seasons,1,#233 Top 37%,#173 Top 27%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,All,['All'],1,0,0,10.6,301,10.7,303.0,10.7,10.0,37.2,38.0,26.5,28.0
Brooks,Glycerin GTS 22,Daily Running,Stability,10.8 oz / 305g 10.7 oz / 303g,0,10.1 mm 10.0 mm,Heel,True To Size,Balanced,Decent,Good,Good,Breathable,Medium,Medium,Moderate,Stiff,Moderate,0,0,37.8 mm 39.0 mm,27.7 mm 29.0 mm,Normalwidex-Wide,1,Summerall Seasons,1,#324 Bottom 11%,#44 Top 13%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,Summer|All,"['Summer', 'All']",1,1,0,10.8,305,10.7,303.0,10.1,10.0,37.8,39.0,27.7,29.0
Brooks,Glycerin Max,Daily Running,Neutral,10.8 oz / 305g 10.9 oz / 309g,0,6.6 mm 6.0 mm,Heelmid/Forefoot,True To Size,Soft,Decent,Good,Decent,Breathable,Medium,Medium,Stiff,Stiff,Moderate,0,1,42.3 mm 47.0 mm,35.7 mm 41.0 mm,Normal,1,Summerall Seasons,1,#100 Top 28%,#10 Top 3%,,Road,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,10.8,305,10.9,309.0,6.6,6.0,42.3,47.0,35.7,41.0
Brooks,Glycerin Stealthfit 20,Daily Running,Neutral,9.9 oz / 281g 9.4 oz / 266.5g,0,12.5 mm 10.0 mm,Heel,True To Size,Balanced,Decent,Good,Good,Breathable,Narrow,Medium,Stiff,Stiff,Moderate,0,0,38.8 mm 34.0 mm,26.3 mm 24.0 mm,Narrownormal,1,Summerall Seasons,1,#364 Bottom 43%,#478 Bottom 25%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,Narrow|Normal,"['Narrow', 'Normal']",1,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,9.9,281,9.4,266.5,12.5,10.0,38.8,34.0,26.3,24.0
Brooks,Glycerin StealthFit 21,Daily Running,Neutral,9.1 oz / 257g 10 oz / 283g,0,10.5 mm 10.0 mm,Heel,True To Size,Balanced,Decent,Decent,Good,Warm,Medium,Medium,Moderate,Moderate,Moderate,0,0,36.9 mm 38.0 mm,26.4 mm 28.0 mm,Normal,1,All Seasons,1,#235 Bottom 35%,#142 Top 39%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,9.1,257,10.0,283.0,10.5,10.0,36.9,38.0,26.4,28.0
Skechers,GO RUN Max Road 6,Daily Running,Neutral,11.3 oz / 319g 11 oz / 312g,0,8.1 mm 6.0 mm,Heelmid/Forefoot,True To Size,Soft,Decent,Good,Good,Moderate,Medium,Narrow,Stiff,Moderate,Moderate,Carbon plate,0,39.7 mm 40.0 mm,31.6 mm 34.0 mm,Normal,1,All Seasons,1,#21 Top 6%,#145 Top 40%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,11.3,319,11.0,312.0,8.1,6.0,39.7,40.0,31.6,34.0
Skechers,GO RUN Ride 11,Daily Running,Neutral,10.1 oz / 285g 9.7 oz / 275g,0,6.5 mm 6.0 mm,Mid/Forefoot,True To Size,Soft,Decent,Bad,Good,Moderate,Narrow,Medium,Moderate,Stiff,Moderate,0,1,34.1 mm 38.0 mm,27.6 mm 32.0 mm,Normal,1,All Seasons,1,#5 Top 2%,#263 Bottom 27%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,10.1,285,9.7,275.0,6.5,6.0,34.1,38.0,27.6,32.0
Skechers,GOrun Razor Excess,Daily Runningtempo,Neutral,7.1 oz / 202g 7.5 oz / 213g,1,6.4 mm 4.0 mm,Mid/Forefoot,Slightly Large,-,-,-,-,-,Narrow,-,Stiff,Stiff,Moderate,0,1,27.4 mm 30.0 mm,21.0 mm 26.0 mm,Normalwide,0,-,0,#276 Bottom 24%,#351 Bottom 4%,,,Daily Running|Tempo,"['Daily Running', 'Tempo']",0,1,1,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,large,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,,,0,0,0,7.1,202,7.5,213.0,6.4,4.0,27.4,30.0,21.0,26.0
Asics,GT 1000 10,Daily Running,Stability,9.8 oz / 277g 9.9 oz / 281g,0,7.8 mm 9.0 mm,Mid/Forefoot,Slightly Small,-,-,-,-,-,Medium,-,Stiff,-,Moderate,0,0,31.0 mm,23.2 mm,Normalx-Wide,0,-,0,#276 Top 43%,#588 Bottom 8%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,Normal|X-Wide,"['Normal', 'X-Wide']",0,1,0,1,,,0,0,0,9.8,277,9.9,281.0,7.8,9.0,31.0,,23.2,
Asics,GT 1000 11,Daily Running,Stability,9.9 oz / 281g 9.5 oz / 270g,0,9.0 mm 8.0 mm,Heelmid/Forefoot,True To Size,Soft,-,-,-,-,Narrow,-,Stiff,Moderate,Flexible,0,0,31.5 mm 20.0 mm,22.5 mm 12.0 mm,Normalwidex-Wide,1,-,1,#402 Bottom 37%,#479 Bottom 25%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,,,0,0,0,9.9,281,9.5,270.0,9.0,8.0,31.5,20.0,22.5,12.0
Asics,GT 1000 12,Daily Running,Stability,9.6 oz / 271g 9.5 oz / 269g,0,7.2 mm 8.0 mm,Mid/Forefoot,True To Size,Soft,Bad,Good,Good,Breathable,Medium,Wide,Moderate,Moderate,Moderate,0,0,30.2 mm 30.0 mm,23.0 mm 22.0 mm,Normalwidex-Wide,1,Summerall Seasons,1,#473 Bottom 26%,#365 Bottom 43%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,Summer|All,"['Summer', 'All']",1,1,0,9.6,271,9.5,269.0,7.2,8.0,30.2,30.0,23.0,22.0
Asics,GT 1000 13,Daily Running,Stability,9.7 oz / 276g 9.7 oz / 274g,0,8.7 mm 8.0 mm,Heelmid/Forefoot,True To Size,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,33.7 mm 36.0 mm,25.0 mm 28.0 mm,Normalwidex-Wide,1,All Seasons,1,#584 Bottom 9%,#258 Top 40%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,9.7,276,9.7,274.0,8.7,8.0,33.7,36.0,25.0,28.0
Asics,GT 1000 14,Daily Running,Stability,9.6 oz / 272g 9.3 oz / 265g,0,9.6 mm 8.0 mm,Heelmid/Forefoot,Slightly Small,Soft,Decent,Good,Good,Warm,Medium,Medium,Moderate,Stiff,Moderate,0,0,35.4 mm 34.5 mm,25.8 mm 26.5 mm,Normalwidex-Wide,1,All Seasons,1,#304 Bottom 17%,#144 Top 40%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,small,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,9.6,272,9.3,265.0,9.6,8.0,35.4,34.5,25.8,26.5
Asics,GT 1000 9,Daily Running,Stability,10.1 oz / 286g 9.8 oz / 278g,0,6.0 mm 10.0 mm,Mid/Forefoot,-,-,-,-,-,-,Medium,-,Stiff,Stiff,Stiff,0,0,31.6 mm 31.0 mm,25.6 mm 21.0 mm,Normal,1,-,1,#278 Top 44%,#625 Bottom 3%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,Normal,['Normal'],0,1,0,0,,,0,0,0,10.1,286,9.8,278.0,6.0,10.0,31.6,31.0,25.6,21.0
Asics,GT 2000 10,Daily Running,Stability,9.9 oz / 281g 9.9 oz / 280g,0,7.5 mm 8.0 mm,Mid/Forefoot,True To Size,-,-,-,-,-,Medium,-,Stiff,Moderate,Stiff,0,0,31.5 mm 22.0 mm,24.0 mm 14.0 mm,Normalwidex-Wide,1,-,1,#169 Top 27%,#454 Bottom 29%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,,,0,0,0,9.9,281,9.9,280.0,7.5,8.0,31.5,22.0,24.0,14.0
Asics,GT 2000 11,Daily Running,Stability,9.9 oz / 282g 9.7 oz / 275g,0,6.0 mm 8.0 mm,Mid/Forefoot,True To Size,Balanced,-,-,-,Moderate,Narrow,-,Stiff,Moderate,Moderate,0,0,30.7 mm 35.0 mm,24.7 mm 27.0 mm,Normalwidex-Wide,1,All Seasons,1,#187 Top 29%,#361 Bottom 44%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,9.9,282,9.7,275.0,6.0,8.0,30.7,35.0,24.7,27.0
Asics,GT 2000 12,Daily Running,Stability,9.7 oz / 275g 9.4 oz / 266g,0,10.0 mm 8.0 mm,Heelmid/Forefoot,True To Size,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,36.6 mm 34.5 mm,26.6 mm 26.5 mm,Narrownormalwidex-Wide,1,All Seasons,1,#80 Top 13%,#191 Top 30%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Narrow|Normal|Wide|X-Wide,"['Narrow', 'Normal', 'Wide', 'X-Wide']",1,1,1,1,All,['All'],1,0,0,9.7,275,9.4,266.0,10.0,8.0,36.6,34.5,26.6,26.5
Asics,GT 2000 13,Daily Running,Stability,9.3 oz / 264g 9.4 oz / 266g,0,9.4 mm 8.0 mm,Heelmid/Forefoot,True To Size,Soft,Good,Good,Good,Moderate,Medium,Medium,Moderate,Stiff,Stiff,0,0,36.6 mm 36.0 mm,27.2 mm 28.0 mm,Normalwidex-Wide,1,All Seasons,1,#186 Top 29%,#100 Top 16%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,9.3,264,9.4,266.0,9.4,8.0,36.6,36.0,27.2,28.0
Asics,GT 2000 14,Daily Running,Stability,9.5 oz / 269g 9.4 oz / 266g,0,8.7 mm 8.0 mm,Heelmid/Forefoot,True To Size,Soft,Decent,Good,Good,Warm,Medium,Narrow,Moderate,Stiff,Stiff,0,0,36.9 mm 36.5 mm,28.2 mm 28.5 mm,Normalwidex-Wide,1,All Seasons,1,#107 Top 30%,#83 Top 23%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,9.5,269,9.4,266.0,8.7,8.0,36.9,36.5,28.2,28.5
Saucony,Guide 14,Daily Running,Stability,10.8 oz / 306g 10.5 oz / 298g,0,9.4 mm 8.0 mm,Heelmid/Forefoot,True To Size,-,-,-,-,-,Medium,-,-,Flexible,-,0,0,33.8 mm 32.5 mm,24.4 mm 24.5 mm,Normalwide,1,-,1,#304 Top 48%,#558 Bottom 13%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,,,0,0,0,10.8,306,10.5,298.0,9.4,8.0,33.8,32.5,24.4,24.5
Saucony,Guide 15,Daily Running,Stability,9.8 oz / 279g 9.5 oz / 269g,0,7.1 mm 8.0 mm,Mid/Forefoot,True To Size,Balanced,-,-,-,-,Narrow,-,Stiff,Moderate,Stiff,0,0,31.6 mm 35.0 mm,24.5 mm 27.0 mm,Normalwide,1,-,1,#218 Top 34%,#442 Bottom 31%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,,,0,0,0,9.8,279,9.5,269.0,7.1,8.0,31.6,35.0,24.5,27.0
Saucony,Guide 17,Daily Running,Stability,9.7 oz / 275g 9.5 oz / 269g,0,7.0 mm 6.0 mm,Mid/Forefoot,True To Size,Balanced,Decent,Good,Good,Moderate,Medium,Medium,Moderate,Moderate,Stiff,0,0,34.9 mm 35.0 mm,27.9 mm 29.0 mm,Normalwidex-Wide,1,All Seasons,1,#96 Top 15%,#154 Top 24%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,All,['All'],1,0,0,9.7,275,9.5,269.0,7.0,6.0,34.9,35.0,27.9,29.0
Saucony,Guide 18,Daily Running,Stability,9.8 oz / 278g 9.6 oz / 272g,0,8.3 mm 6.0 mm,Heelmid/Forefoot,True To Size,Balanced,Good,Decent,Good,Breathable,Medium,Medium,Moderate,Stiff,Flexible,0,0,36.0 mm 35.0 mm,27.7 mm 29.0 mm,Normalwidex-Wide,1,Summerall Seasons,1,#303 Bottom 17%,#57 Top 16%,,,Daily Running,['Daily Running'],0,1,0,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,Normal|Wide|X-Wide,"['Normal', 'Wide', 'X-Wide']",0,1,1,1,Summer|All,"['Summer', 'All']",1,1,0,9.8,278,9.6,272.0,8.3,6.0,36.0,35.0,27.7,29.0
Under Armour,HOVR Phantom 3,Daily Running,Neutral,11.9 oz / 338g 11.1 oz / 315g,0,12.7 mm 8.0 mm,Heel,Slightly Small,Balanced,Good,Decent,-,Warm,Medium,Medium,Moderate,Stiff,Stiff,0,0,32.8 mm 25.0 mm,20.1 mm 17.0 mm,Normal,0,Winter,0,#335 Bottom 8%,#238 Bottom 34%,,,Daily Running,['Daily Running'],0,1,0,1,0,Heel,['Heel'],0,0,1,0,small,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Normal,['Normal'],0,1,0,0,Winter,['Winter'],0,0,1,11.9,338,11.1,315.0,12.7,8.0,32.8,25.0,20.1,17.0
Under Armour,HOVR Sonic 6,Daily Running,Neutral,10.1 oz / 286g 9.9 oz / 281g,0,7.0 mm 8.0 mm,Mid/Forefoot,Half Size Small,Balanced,Decent,Decent,Good,Warm,Medium,Medium,Flexible,Stiff,Moderate,0,0,30.2 mm 32.0 mm,23.2 mm 24.0 mm,Normalwide,1,All Seasons,1,#282 Bottom 23%,#253 Bottom 31%,,,Daily Running,['Daily Running'],0,1,0,1,0,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,All,['All'],1,0,0,10.1,286,9.9,281.0,7.0,8.0,30.2,32.0,23.2,24.0
Saucony,Hurricane 24,Daily Running,Stability,11.1 oz / 315g 11.2 oz / 317g,0,6.3 mm 6.0 mm,Mid/Forefoot,Slightly Small,Soft,Bad,Decent,Decent,Breathable,Medium,Medium,Stiff,Stiff,Moderate,0,0,40.5 mm 42.0 mm,34.2 mm 36.0 mm,Normalwide,1,Summerall Seasons,1,#319 Top 50%,#158 Top 25%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,small,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,Summer|All,"['Summer', 'All']",1,1,0,11.1,315,11.2,317.0,6.3,6.0,40.5,42.0,34.2,36.0
Saucony,Hurricane 25,Daily Running,Stability,10.1 oz / 286g 10 oz / 283g,0,7.1 mm 6.0 mm,Mid/Forefoot,-,Soft,Decent,Decent,Good,Warm,Medium,Medium,Moderate,Stiff,Stiff,0,0,40.2 mm 38.0 mm,33.1 mm 32.0 mm,Normalwide,1,All Seasons,1,#341 Bottom 6%,#120 Top 33%,,,Daily Running,['Daily Running'],0,1,0,0,1,Mid|Forefoot,"['Mid', 'Forefoot']",0,1,0,1,,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,Normal|Wide,"['Normal', 'Wide']",0,1,1,0,All,['All'],1,0,0,10.1,286,10.0,283.0,7.1,6.0,40.2,38.0,33.1,32.0
Brooks,Hyperion,Tempo,Neutral,7.4 oz / 211g 7.6 oz / 215g,1,12.3 mm 8.0 mm,Heel,True To Size,Balanced,Bad,Decent,Good,Moderate,Narrow,Wide,Moderate,Flexible,Moderate,0,0,30.0 mm 22.0 mm,17.7 mm 14.0 mm,Normal,1,All Seasons,1,#263 Top 41%,#143 Top 23%,,,Tempo,['Tempo'],0,0,1,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,Normal,['Normal'],0,1,0,0,All,['All'],1,0,0,7.4,211,7.6,215.0,12.3,8.0,30.0,22.0,17.7,14.0
Brooks,Hyperion 2,Competitiontempo,Neutral,7.2 oz / 203g 7.1 oz / 201g,1,9.8 mm 8.0 mm,Heelmid/Forefoot,True To Size,Balanced,Decent,Bad,Decent,Breathable,Medium,Medium,Moderate,Moderate,Moderate,0,0,32.2 mm 31.5 mm,22.4 mm 23.5 mm,Normal,1,Summerall Seasons,1,#127 Top 35%,#115 Top 32%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.2,203,7.1,201.0,9.8,8.0,32.2,31.5,22.4,23.5
Brooks,Hyperion Elite 4,Competitiontempo,Neutral,7.8 oz / 220g 7.8 oz / 221g,1,11.8 mm 8.0 mm,Heel,True To Size,Balanced,Decent,Good,Good,Breathable,Narrow,Medium,Stiff,Stiff,Flexible,Carbon plate,1,39.1 mm 40.0 mm,27.3 mm 32.0 mm,Normal,1,Summerall Seasons,1,#290 Top 45%,#293 Top 46%,,,Competition|Tempo,"['Competition', 'Tempo']",1,0,1,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.8,220,7.8,221.0,11.8,8.0,39.1,40.0,27.3,32.0
Brooks,Hyperion Elite 4 PB,Competition,Neutral,6.9 oz / 197g 7.3 oz / 207g,1,11.7 mm 8.0 mm,Heel,True To Size,Soft,Decent,Good,Decent,Breathable,Narrow,Medium,Stiff,Stiff,Flexible,Carbon plate,0,38.5 mm 40.0 mm,26.8 mm 32.0 mm,Normal,1,Summerall Seasons,1,#83 Top 23%,#237 Bottom 35%,,,Competition,['Competition'],1,0,0,1,0,Heel,['Heel'],0,0,1,0,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,6.9,197,7.3,207.0,11.7,8.0,38.5,40.0,26.8,32.0
Brooks,Hyperion Elite 5,Competition,Neutral,7.2 oz / 204g 7.1 oz / 201g,1,11.2 mm 8.0 mm,Heel,-,Soft,Decent,Good,Bad,Breathable,Narrow,Medium,Stiff,Stiff,Flexible,Carbon plate,1,37.6 mm 40.0 mm,26.4 mm 32.0 mm,Normal,1,Summerall Seasons,1,#28 Top 8%,#111 Top 31%,,,Competition,['Competition'],1,0,0,1,0,Heel,['Heel'],0,0,1,0,,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,7.2,204,7.1,201.0,11.2,8.0,37.6,40.0,26.4,32.0
Brooks,Hyperion GTS,Tempo,Stability,8 oz / 228g 8 oz / 228g,1,9.9 mm 8.0 mm,Heelmid/Forefoot,True To Size,Soft,Decent,Good,Good,Breathable,Narrow,Medium,Moderate,Moderate,Moderate,0,0,28.6 mm 28.0 mm,18.7 mm 22.0 mm,Normal,1,Summerall Seasons,1,#64 Top 10%,#346 Bottom 46%,,,Tempo,['Tempo'],0,0,1,0,1,Heel|Mid|Forefoot,"['Heel', 'Mid', 'Forefoot']",0,1,1,1,true,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,Normal,['Normal'],0,1,0,0,Summer|All,"['Summer', 'All']",1,1,0,8.0,228,8.0,228.0,9.9,8.0,28.6,28.0,18.7,22.0
